Date,Close,High,Low,Open,Volume
,0053M0.KS,0053M0.KS,0053M0.KS,0053M0.KS,0053M0.KS
2025-07-22,9905.0,9980.0,9765.0,9935.0,111188
2025-07-23,9920.0,9965.0,9765.0,9905.0,53179
2025-07-24,9840.0,10055.0,9820.0,9950.0,41283
2025-07-25,9805.0,9865.0,9800.0,9865.0,19822
2025-07-28,9730.0,9950.0,9715.0,9950.0,23014
2025-07-29,10030.0,10030.0,9665.0,9730.0,34831
2025-07-30,9960.0,10035.0,9920.0,10030.0,30010
2025-07-31,9930.0,10000.0,9865.0,9980.0,9618
2025-08-01,9435.0,9665.0,9435.0,9665.0,9309
2025-08-04,9550.0,9550.0,9330.0,9330.0,7421
2025-08-05,9650.0,9720.0,9620.0,9670.0,4379
2025-08-06,9790.0,9820.0,9630.0,9630.0,5624
2025-08-07,9810.0,9860.0,9750.0,9825.0,2474
2025-08-08,9880.0,9880.0,9705.0,9770.0,2303
2025-08-11,9610.0,9800.0,9600.0,9800.0,5478
2025-08-12,9485.0,9655.0,9485.0,9650.0,2645
2025-08-13,9545.0,9585.0,9430.0,9585.0,1722
2025-08-14,9560.0,9620.0,9560.0,9595.0,1399
2025-08-14,9560.0,9620.0,9560.0,9595.0,1399
2025-08-18,9380.0,9525.0,9365.0,9525.0,1701
2025-08-19,9240.0,9385.0,9215.0,9380.0,5812
2025-08-20,9175.0,9180.0,8930.0,9155.0,4555
2025-08-21,9250.0,9305.0,9250.0,9290.0,775
2025-08-22,9330.0,9380.0,9305.0,9320.0,5234
2025-08-25,9435.0,9465.0,9380.0,9465.0,2768
2025-08-26,9430.0,9470.0,9385.0,9420.0,2156
2025-08-27,9360.0,9400.0,9355.0,9390.0,516
2025-08-28,9510.0,9510.0,9340.0,9360.0,1210
2025-08-29,9495.0,9570.0,9445.0,9560.0,1351
2025-09-01,9320.0,9405.0,9265.0,9385.0,1501
2025-09-02,9235.0,9320.0,9215.0,9320.0,2300
2025-09-03,9310.0,9335.0,9205.0,9235.0,1237
2025-09-04,9345.0,9385.0,9305.0,9350.0,4872
2025-09-05,9430.0,9460.0,9375.0,9375.0,520
2025-09-05,9430.0,9460.0,9375.0,9375.0,548
2025-09-05,9430.0,0.0,0.0,0.0,0
2025-09-08,9590.0,9590.0,9475.0,9485.0,2068
2025-09-09,9795.0,9795.0,9645.0,9665.0,2949
2025-09-10,9975.0,9980.0,9850.0,9875.0,8237
2025-09-11,9950.0,10035.0,9930.0,9990.0,12634
2025-09-12,10115.0,10120.0,10040.0,10055.0,2470
2025-09-12,10115.0,0.0,0.0,0.0,0
