Date,Close,High,Low,Open,Volume
,0047A0.KS,0047A0.KS,0047A0.KS,0047A0.KS,0047A0.KS
2025-05-13,10157.5322265625,10407.103042939958,10072.678148994164,10397.120210284858,2571850
2025-05-14,10242.38671875,10337.2236328125,10142.558388157895,10232.40388569079,2787076
2025-05-15,10027.755859375,10267.343854024079,10012.781609709433,10232.403938137755,1892342
2025-05-16,9972.849609375,10042.729436467718,9899.974932549738,10027.755187804993,1575085
2025-05-19,10062.6953125,10077.669561476934,9798.150247240823,9972.849818638393,1216670
2025-05-20,10197.4638671875,10222.420949583946,10012.781457453806,10092.64412112243,1760067
2025-05-21,10252.369140625,10312.266136578019,10152.540814036636,10197.4635610014,2041807
2025-05-22,10082.6611328125,10212.437959274443,10067.686883605353,10202.455126469678,1348097
2025-05-23,10017.7724609375,10154.537266831714,9987.82396329643,10062.695207399103,2177657
2025-05-26,9603.4853515625,10012.781504799572,9603.4853515625,9982.833005782224,1473283
2025-05-27,9618.458984375,9643.41606528931,9483.690747437728,9533.604909266347,902852
2025-05-28,9553.5712890625,9693.330952643351,9523.622789723746,9638.425370522302,1260591
2025-05-29,9638.4248046875,9733.261713692711,9503.656565574833,9558.562144472586,1249271
2025-05-30,9433.77734375,9643.416840277778,9363.897511574074,9643.416840277778,916536
2025-06-02,9294.017578125,9423.794407894737,9199.1806640625,9413.811574835527,1128892
2025-06-04,9578.5283203125,9683.34806743421,9433.777240953947,9493.67423930921,1074989
2025-06-05,9673.365234375,9688.339483963815,9528.614155016447,9683.34806743421,1924573
2025-06-09,9653.3994140625,9788.167658209184,9598.493833113851,9673.36507986201,1926872
2025-06-10,9558.5625,10032.747062663186,9528.614001305483,9658.390828981723,578116
2025-06-11,9833.08984375,9868.029756900381,9563.553370875636,9563.553370875636,1233705
2025-06-12,9573.5361328125,9838.08118757739,9523.621971536106,9838.08118757739,1125064
2025-06-13,9443.759765625,9573.536591156844,9388.854185592296,9573.536591156844,315594
2025-06-16,9403.828125,9438.768038415605,9323.965465764331,9438.768038415605,350558
2025-06-17,9378.87109375,9583.519159127196,9363.896845063864,9583.519159127196,728205
2025-06-18,9348.9228515625,9483.69109341631,9333.948602467632,9393.845598847103,563835
2025-06-19,9234.1201171875,9438.768184649492,9229.128700907939,9348.9226916174,524376
2025-06-20,9184.2060546875,9269.060132366678,9159.248973017153,9269.060132366678,535296
2025-06-23,9403.828125,9418.802373606688,9164.240147292994,9164.240147292994,912089
2025-06-24,9513.6396484375,9573.536645174778,9353.914323804762,9403.828487752493,580713
2025-06-25,9658.390625,9658.390625,9493.673885658915,9493.673885658915,485588
2025-06-26,9518.630859375,9643.416266550867,9503.656610513897,9628.442017689762,308062
2025-06-27,9513.6396484375,9673.364973070238,9513.6396484375,9673.364973070238,548702
2025-06-30,9533.60546875,9623.450965314136,9473.708471040576,9533.60546875,425987
2025-07-01,9483.69140625,9543.588404605263,9423.794407894737,9533.605571546053,392543
2025-07-02,9363.8974609375,9533.6056238756,9338.940378152485,9483.69145830557,396798
2025-07-03,9353.9140625,9383.862560032017,9294.017067435965,9358.905478755336,419196
2025-07-04,9323.9658203125,9473.708312073408,9254.085990824076,9383.862817016863,367609
2025-07-07,9304.0,9423.793991416309,9249.094420600859,9423.793991416309,279263
2025-07-08,9483.69140625,9503.657072368422,9308.991827713815,9373.880242598685,315231
2025-07-09,9428.78515625,9548.579144471281,9428.78515625,9548.579144471281,262567
2025-07-10,9383.8623046875,9533.60478827294,9333.948143492355,9533.60478827294,324328
2025-07-11,9593.501953125,9638.424699003317,9365.893374008196,9433.77663444654,373456
2025-07-14,9608.4765625,9613.467978896104,9433.776988636364,9583.51948051948,218443
2025-07-15,9683.34765625,9763.210317332474,9543.58799935567,9608.47641148518,245448
2025-07-16,9818.1162109375,9977.841538212539,9763.210629686706,9763.210629686706,438678
2025-07-17,9868.0302734375,9883.00452271434,9763.210528499621,9868.0302734375,275343
2025-07-18,10012.78125,10122.592410269192,9897.978673354935,9897.978673354935,296129
2025-07-21,10107.6181640625,10162.523744212962,10047.721167534723,10132.575245949074,278810
2025-07-22,10182.4892578125,10212.437755629595,10057.703850241269,10122.592262178308,219980
2025-07-23,10312.2666015625,10342.2151008894,10132.575605601101,10277.326685681117,256955
2025-07-24,10312.2666015625,10392.129266434233,10252.3696029087,10347.206517443883,589933
2025-07-25,10332.2314453125,10382.145606884058,10207.446041383604,10322.248612998188,222464
2025-07-28,10422.0771484375,10491.956976061123,10342.214488296217,10342.214488296217,225999
2025-07-29,10467.0,10526.896995708154,10362.18025751073,10422.077253218884,289375
2025-07-30,10200.0,10520.0,10120.0,10520.0,268661
2025-07-31,10045.0,10185.0,10020.0,10155.0,339682
2025-08-01,10125.0,10190.0,10030.0,10045.0,212456
2025-08-04,10050.0,10100.0,9800.0,10100.0,312968
2025-08-05,10140.0,10345.0,10000.0,10345.0,295926
2025-08-06,10115.0,10145.0,10005.0,10140.0,148440
2025-08-07,10080.0,10220.0,10025.0,10120.0,152734
2025-08-08,9965.0,10150.0,9945.0,10150.0,130779
2025-08-11,9950.0,10050.0,9875.0,9975.0,94461
2025-08-12,10200.0,10240.0,9905.0,9950.0,217404
2025-08-13,10495.0,10520.0,10200.0,10200.0,363107
2025-08-14,10680.0,10800.0,10545.0,10555.0,591451
2025-08-14,10680.0,10800.0,10545.0,10555.0,591451
2025-08-18,10700.0,10855.0,10585.0,10680.0,537273
2025-08-19,10640.0,10735.0,10640.0,10700.0,203187
2025-08-20,10845.0,10875.0,10500.0,10555.0,526978
2025-08-21,10850.0,11070.0,10790.0,10845.0,322567
2025-08-22,11380.0,11385.0,10850.0,10995.0,506911
2025-08-25,11800.0,11930.0,11410.0,11470.0,1379695
2025-08-26,11820.0,11885.0,11670.0,11810.0,510420
2025-08-27,11835.0,12295.0,11740.0,11790.0,885466
2025-08-28,11715.0,11800.0,11505.0,11545.0,942245
2025-08-29,11880.0,12500.0,11810.0,11850.0,768888
2025-09-01,12180.0,12400.0,11875.0,12190.0,1480263
2025-09-02,11955.0,12390.0,11830.0,12180.0,1479424
2025-09-03,11885.0,12130.0,11775.0,12000.0,1278820
2025-09-04,11300.0,11895.0,11260.0,11890.0,1819978
2025-09-05,11670.0,11670.0,11295.0,11310.0,1044267
2025-09-05,11670.0,11670.0,11295.0,11310.0,1060819
2025-09-05,11670.0,0.0,0.0,0.0,0
2025-09-08,11725.0,11740.0,11595.0,11700.0,762636
2025-09-09,11745.0,11890.0,11680.0,11750.0,935646
2025-09-10,11990.0,12030.0,11810.0,11810.0,736303
2025-09-11,12275.0,12320.0,11770.0,11845.0,1240005
2025-09-12,12535.0,12610.0,12355.0,12400.0,1430178
