Date,Close,High,Low,Open,Volume
,0005G0.KS,0005G0.KS,0005G0.KS,0005G0.KS,0005G0.KS
2025-01-21,10414.818359375,10469.606978195243,10235.510152326937,10340.106606438307,529247
2025-01-22,10808.30078125,10813.281565020161,10444.703566028227,10489.530619959678,115
2025-01-23,10554.2802734375,10808.30023282651,10509.453221780617,10808.30023282651,476
2025-01-24,10579.1845703125,10703.7041627126,10474.588112696416,10663.857893144568,398
2025-01-31,10285.318359375,10579.184598214286,10021.336822790558,10579.184598214286,546
2025-02-03,9906.7783203125,9986.470855820293,9817.124217866234,9986.470855820293,443
2025-02-04,10031.298828125,10210.607049481752,9991.452556712387,10021.337260271846,195
2025-02-05,10155.818359375,10813.281833351215,10125.933656012445,10813.281833351215,690
2025-02-06,10429.7607421875,10429.7607421875,10320.183504208453,10355.048989019968,359
2025-02-07,10439.72265625,10444.703439960043,10355.049333179271,10439.72265625,368
2025-02-10,10479.5693359375,10489.530903747327,10210.607005072185,10270.376411931144,243
2025-02-11,10544.3193359375,10594.127174085528,10489.53071397467,10564.242471196712,1226
2025-02-12,10539.337890625,10539.337890625,10379.952818555057,10509.453189611886,656
2025-02-13,10713.666015625,10713.666015625,10554.280933105241,10599.107987563924,133
2025-02-14,10798.3388671875,10823.242785239132,10688.761627760321,10713.665545811951,253
2025-02-17,10848.146484375,10927.839020532025,10788.377082257231,10883.011968943698,253
2025-02-18,10818.2626953125,10818.2626953125,10658.87760956204,10803.320343523394,230
2025-02-19,11022.474609375,11132.051853571227,10892.974229870368,10892.974229870368,2622
2025-02-20,10947.7626953125,11057.339937940742,10858.108587707575,11057.339937940742,689
2025-02-21,10843.166015625,10907.916203132178,10763.473477154628,10902.935419477779,438
2025-02-24,10718.646484375,11166.917015784735,10549.299839175766,11166.917015784735,122
2025-02-25,10589.1455078125,10663.857258808355,10549.299240614711,10569.222374213605,104
2025-02-26,10599.107421875,10653.896041067022,10519.41488486842,10559.26115337171,121
2025-02-27,10519.4150390625,10713.66560086337,10509.45347179066,10643.934629960493,279
2025-02-28,10041.259765625,10215.587192111545,10026.317414783296,10200.644841269841,261
2025-03-04,9901.7978515625,10041.259793133802,9847.009231659487,10041.259793133802,1063
2025-03-05,10016.3564453125,10086.087420068528,9901.798415356167,9901.798415356167,184
2025-03-06,9886.85546875,10061.182895151134,9832.06684902393,10016.355842647985,224
2025-03-07,9901.7978515625,9916.740202445138,9752.374342736104,9752.374342736104,636
2025-03-10,9772.296875,9921.720374617737,9772.296875,9782.258441641183,203
2025-03-11,9782.2587890625,9876.893675514733,9493.373346208311,9513.296480198256,266
2025-03-12,10145.8564453125,10145.8564453125,9881.874907952872,9881.874907952872,299
2025-03-13,10165.779296875,10270.375752158869,10081.105975930916,10220.567916309406,281
2025-03-14,10225.548828125,10225.548828125,10125.933155176876,10125.933155176876,144
2025-03-17,10444.7041015625,10484.55037376684,10360.03077312828,10360.03077312828,521
2025-03-18,10300.2607421875,10474.588172543672,10260.414472391803,10444.703470196899,238
2025-03-19,10399.8759765625,10469.60694575401,10300.260306288912,10300.260306288912,119
2025-03-20,10494.51171875,10554.28112578607,10429.761527794257,10459.646231312292,605
2025-03-21,10653.896484375,10708.685105846775,10564.242376512097,10589.146295362903,196
2025-03-24,10484.5498046875,10972.666612696705,10439.722750890736,10972.666612696705,269
2025-03-25,10325.1650390625,10554.281098781204,10325.1650390625,10534.357963153492,141
2025-03-26,10549.2998046875,10584.165290349829,10404.857078372137,10454.664915032608,115
2025-03-27,10325.1650390625,10479.56934017728,10280.337983900145,10439.723068921852,164
2025-03-28,10056.2021484375,10120.952335624072,9991.451961250928,10051.221364807763,239
2025-03-31,9573.06640625,10355.049458165324,9573.06640625,10355.049458165324,190
2025-04-01,9752.3740234375,9797.201074617755,9612.912086432265,9657.73913761252,98
2025-04-02,9742.4130859375,9802.1824913727,9667.701329143501,9777.278572441366,294
2025-04-03,9498.3544921875,9533.21997800046,9403.719602123754,9408.70038581132,743
2025-04-04,9229.392578125,9518.27804468261,9079.96906094003,9264.258065468159,800
2025-04-07,8586.87109375,9503.335294011022,8586.87109375,9503.335294011022,298
2025-04-08,8651.62109375,8835.910086535694,8581.890123506764,8811.00616859168,169
2025-04-09,8477.2939453125,8601.813539103812,8377.678270279452,8556.986485338939,141
2025-04-10,9129.7763671875,9129.7763671875,9010.237560415815,9109.853232725553,285
2025-04-11,9109.853515625,9109.853515625,8895.679813508064,8950.468434979839,109
2025-04-14,9174.6044921875,9309.085665525752,9116.827395494029,9124.796650210368,94
2025-04-15,9199.5078125,9234.37329960747,9114.834486667569,9119.815270540064,159
2025-04-16,8985.3330078125,9194.525904890175,8935.525175174958,9194.525904890175,392
2025-04-17,9094.9111328125,9094.9111328125,8910.622133954854,8950.468403978128,151
2025-04-18,9174.6044921875,9184.566060582925,9050.084887244673,9089.931160826378,212
2025-04-21,9234.373046875,9314.065586653856,9204.488344457928,9219.430695666464,412
2025-04-22,9164.642578125,9189.546498174253,9129.777090056046,9139.738658075747,114
2025-04-23,9448.546875,9453.527658803374,9269.238658078544,9333.988847522403,175
2025-04-24,9408.7001953125,9508.315867046884,9358.892359445308,9503.335083460164,177
2025-04-25,9588.0087890625,9627.855059354708,9473.450761972403,9627.855059354708,133
2025-04-28,9438.5849609375,9812.143732478562,9408.700259214214,9812.143732478562,9258
2025-04-29,9477.533203125,9512.48722442209,9372.671139233733,9437.58575021404,232
2025-04-30,9307.7568359375,9402.632039737291,9232.855359253454,9382.658312621546,1950
2025-05-02,9457.5595703125,9482.52672862906,9312.750052076459,9312.750052076459,300
2025-05-07,9527.4677734375,9547.441500425839,9432.592570242892,9522.474341690415,105
2025-05-08,9587.3896484375,9687.258290608723,9557.429055786133,9627.33710530599,146
2025-05-09,9532.4619140625,9592.383099483532,9452.567000167792,9592.383099483532,220
2025-05-12,9951.91015625,9951.91015625,9532.46186065291,9532.46186065291,990
2025-05-13,9991.857421875,10486.207189374063,9951.90996591548,10486.207189374063,1501
