Price,Close,High,Low,Open,Volume
Ticker,0064K0.KS,0064K0.KS,0064K0.KS,0064K0.KS,0064K0.KS
Date,,,,,
2025-06-17,9760.0,9825.0,9660.0,9660.0,657338
2025-06-18,9815.0,9905.0,9795.0,9815.0,569304
2025-06-19,9795.0,9910.0,9790.0,9835.0,585553
2025-06-20,9680.0,9815.0,9670.0,9800.0,648398
2025-06-23,9825.0,9845.0,9780.0,9780.0,449378
2025-06-24,9570.0,9715.0,9570.0,9700.0,782691
2025-06-25,9610.0,9625.0,9545.0,9565.0,391575
2025-06-26,9590.0,9615.0,9565.0,9615.0,313266
2025-06-27,9475.0,9560.0,9450.0,9555.0,613039
2025-06-30,9405.0,9415.0,9360.0,9405.0,616967
2025-07-01,9565.0,9565.0,9460.0,9470.0,556876
2025-07-02,9595.0,9615.0,9555.0,9585.0,460882
2025-07-03,9660.0,9680.0,9590.0,9620.0,423909
2025-07-04,9635.0,9647.0,9590.0,9605.0,434421
2025-07-07,9580.0,9620.0,9560.0,9620.0,388184
2025-07-08,9655.0,9690.0,9620.0,9690.0,394655
2025-07-09,9560.0,9615.0,9550.0,9585.0,431136
2025-07-10,9645.0,9670.0,9625.0,9655.0,487835
2025-07-11,9725.0,9725.0,9655.0,9675.0,434149
2025-07-14,9790.0,9810.0,9770.0,9800.0,381289
2025-07-15,9810.0,9830.0,9770.0,9790.0,434126
2025-07-16,9790.0,9805.0,9750.0,9765.0,437115
2025-07-17,9810.0,9845.0,9795.0,9845.0,450971
2025-07-18,9830.0,9840.0,9790.0,9810.0,419129
2025-07-21,9885.0,9900.0,9845.0,9850.0,399635
2025-07-22,9940.0,9960.0,9915.0,9955.0,421755
2025-07-23,9995.0,10030.0,9965.0,10015.0,454756
2025-07-24,9745.0,9875.0,9735.0,9865.0,425710
2025-07-25,9780.0,9810.0,9745.0,9745.0,412521
2025-07-28,9740.0,9745.0,9685.0,9700.0,470353
2025-07-29,9755.0,9755.0,9700.0,9740.0,441622
2025-07-30,9720.0,9800.0,9695.0,9800.0,467163
2025-07-31,9680.0,9707.0,9630.0,9640.0,408213
2025-08-01,9745.0,9750.0,9685.0,9710.0,387209
2025-08-04,9800.0,9870.0,9780.0,9870.0,375666
2025-08-05,9880.0,9890.0,9840.0,9860.0,396303
2025-08-06,9910.0,9940.0,9900.0,9930.0,411196
2025-08-07,9895.0,9910.0,9845.0,9910.0,323210
2025-08-08,10075.0,10075.0,9955.0,9960.0,579531
2025-08-11,9890.0,10005.0,9890.0,10005.0,377143
2025-08-12,9820.0,9885.0,9810.0,9870.0,375101
2025-08-13,9800.0,9825.0,9775.0,9815.0,431942
2025-08-14,9815.0,9860.0,9805.0,9815.0,443913
2025-08-18,9800.0,9820.0,9755.0,9820.0,432952
2025-08-19,9800.0,9800.0,9755.0,9785.0,404746
2025-08-20,9805.0,9810.0,9740.0,9760.0,370723
2025-06-17,9760.0,9825.0,9660.0,9660.0,657338
2025-06-18,9815.0,9905.0,9795.0,9815.0,569304
2025-06-19,9795.0,9910.0,9790.0,9835.0,585553
2025-06-20,9680.0,9815.0,9670.0,9800.0,648398
2025-06-23,9825.0,9845.0,9780.0,9780.0,449378
2025-06-24,9570.0,9715.0,9570.0,9700.0,782691
2025-06-25,9610.0,9625.0,9545.0,9565.0,391575
2025-06-26,9590.0,9615.0,9565.0,9615.0,313266
2025-06-27,9475.0,9560.0,9450.0,9555.0,613039
2025-06-30,9405.0,9415.0,9360.0,9405.0,616967
2025-07-01,9565.0,9565.0,9460.0,9470.0,556876
2025-07-02,9595.0,9615.0,9555.0,9585.0,460882
2025-07-03,9660.0,9680.0,9590.0,9620.0,423909
2025-07-04,9635.0,9647.0,9590.0,9605.0,434421
2025-07-07,9580.0,9620.0,9560.0,9620.0,388184
2025-07-08,9655.0,9690.0,9620.0,9690.0,394655
2025-07-09,9560.0,9615.0,9550.0,9585.0,431136
2025-07-10,9645.0,9670.0,9625.0,9655.0,487835
2025-07-11,9725.0,9725.0,9655.0,9675.0,434149
2025-07-14,9790.0,9810.0,9770.0,9800.0,381289
2025-07-15,9810.0,9830.0,9770.0,9790.0,434126
2025-07-16,9790.0,9805.0,9750.0,9765.0,437115
2025-07-17,9810.0,9845.0,9795.0,9845.0,450971
2025-07-18,9830.0,9840.0,9790.0,9810.0,419129
2025-07-21,9885.0,9900.0,9845.0,9850.0,399635
2025-07-22,9940.0,9960.0,9915.0,9955.0,421755
2025-07-23,9995.0,10030.0,9965.0,10015.0,454756
2025-07-24,9745.0,9875.0,9735.0,9865.0,425710
2025-07-25,9780.0,9810.0,9745.0,9745.0,412521
2025-07-28,9740.0,9745.0,9685.0,9700.0,470353
2025-07-29,9755.0,9755.0,9700.0,9740.0,441622
2025-07-30,9720.0,9800.0,9695.0,9800.0,467163
2025-07-31,9680.0,9707.0,9630.0,9640.0,408213
2025-08-01,9745.0,9750.0,9685.0,9710.0,387209
2025-08-04,9800.0,9870.0,9780.0,9870.0,375666
2025-08-05,9880.0,9890.0,9840.0,9860.0,396303
2025-08-06,9910.0,9940.0,9900.0,9930.0,411196
2025-08-07,9895.0,9910.0,9845.0,9910.0,323210
2025-08-08,10075.0,10075.0,9955.0,9960.0,579531
2025-08-11,9890.0,10005.0,9890.0,10005.0,377143
2025-08-12,9820.0,9885.0,9810.0,9870.0,375101
2025-08-13,9800.0,9825.0,9775.0,9815.0,431942
2025-08-14,9815.0,9860.0,9805.0,9815.0,443913
2025-08-18,9800.0,9820.0,9755.0,9820.0,432952
2025-08-19,9800.0,9800.0,9755.0,9785.0,404746
2025-08-20,9805.0,9810.0,9740.0,9760.0,370726
2025-08-21,9840.0,9885.0,9835.0,9860.0,372958
2025-08-22,9775.0,9875.0,9775.0,9855.0,364929
2025-08-25,9820.0,9880.0,9820.0,9880.0,287433
2025-08-26,9945.0,9945.0,9825.0,9825.0,395136
2025-08-27,9970.0,10010.0,9945.0,9990.0,399860
