Date,Close,High,Low,Open,Volume
,0053L0.KS,0053L0.KS,0053L0.KS,0053L0.KS,0053L0.KS
2025-05-27,9573.7734375,9813.492334213615,9538.814431729264,9813.492334213615,757508
2025-05-28,9503.85546875,9638.697348758538,9493.867181341959,9573.77348060628,578906
2025-05-29,9688.638671875,9753.562539263852,9488.872926063144,9488.872926063144,661985
2025-05-30,9458.908203125,9678.650526745643,9428.943340813094,9678.650526745643,682547
2025-06-02,9299.095703125,9488.873166454081,9274.12498426591,9379.002003474086,575679
2025-06-04,9448.919921875,9533.820365147662,9319.072185105048,9319.072185105048,384677
2025-06-05,9588.755859375,9613.726577758789,9344.042819213866,9528.826135253907,709856
2025-06-09,9473.890625,9578.767642988929,9408.966756721138,9578.767642988929,561381
2025-06-10,9364.01953125,9533.82041875,9199.2127875,9473.89069375,309339
2025-06-11,9458.908203125,9553.79693377937,9354.03118503333,9364.01947247063,342506
2025-06-12,9428.943359375,9523.832090216169,9359.025347176244,9458.908221745894,248087
2025-06-13,9294.1015625,9538.814607401935,9204.20697457684,9538.814607401935,216050
2025-06-16,9229.177734375,9294.101603718547,8919.540819044238,9294.101603718547,131437
2025-06-17,9184.2294921875,9314.077217471282,9139.28220266619,9314.077217471282,201739
2025-06-18,9299.095703125,9339.048853299544,9189.224540145005,9339.048853299544,176939
2025-06-19,9354.03125,9548.802856380138,9234.171799919914,9299.095668713295,253109
2025-06-20,9069.3642578125,9418.954289776639,9029.411111302314,9418.954289776639,350476
2025-06-23,9089.3408203125,9139.28225339114,8979.469667539492,9034.405243925996,61433
2025-06-24,9408.966796875,9423.949228080215,9049.388447949841,9264.136628557922,256942
2025-06-25,9563.78515625,9568.779299934726,9388.990127284595,9518.837863087467,224769
2025-06-26,9478.884765625,9608.73250214041,9388.990178806638,9603.73835842828,302111
2025-06-27,9478.884765625,9498.861340473524,9374.007747670244,9478.884765625,66718
2025-06-30,9528.826171875,9588.755896226416,9438.931585347878,9483.878878611438,69319
2025-07-01,9513.84375,9563.785187007874,9428.943307086614,9528.826181102362,63664
2025-07-02,9334.0546875,9528.826294141252,9269.130818619582,9513.843862861155,45538
2025-07-03,9284.11328125,9388.99030056482,9239.165987257933,9334.05471901896,73780
2025-07-04,9269.130859375,9403.972741488753,9224.183565337084,9339.048872322872,81759
2025-07-07,9134.2880859375,9319.071387840007,9109.317369464188,9319.071387840007,60284
2025-07-08,9269.130859375,9379.0020225788,9139.283121043238,9379.0020225788,46300
2025-07-09,9349.037109375,9518.837997045272,9309.083959334936,9374.00782815004,55463
2025-07-10,9314.078125,9408.966856568364,9239.165968498659,9408.966856568364,80739
2025-07-11,9493.8671875,9568.77934310889,9279.119008087848,9468.896468963703,84517
2025-07-14,9643.69140625,9673.656268206241,9398.978366940704,9493.867096468799,736846
2025-07-15,9663.66796875,9758.556698158915,9563.785095687985,9643.691394137597,92145
2025-07-16,9968.310546875,10028.240269601703,9388.9898938502,9788.52137869489,192381
2025-07-17,10138.111328125,10168.076189193349,9873.421722021243,9988.287022783252,156224
2025-07-18,10103.15234375,10362.847806861715,10083.175769664484,10228.005931784479,262897
2025-07-21,10287.935546875,10447.748137894418,10083.175664631372,10113.140525447512,320643
2025-07-22,10068.193359375,10532.64870779855,10043.222641717819,10532.64870779855,183071
2025-07-23,10073.1875,10282.941528259791,9953.328055280119,10277.947384729796,157827
2025-07-24,10143.10546875,10242.98833894941,10033.23431153065,10073.187459610413,92104
2025-07-25,10193.046875,10432.765762800098,10113.140579066634,10432.765762800098,220003
2025-07-28,10213.0234375,10367.841885696822,10148.09957212714,10198.04100702934,343636
2025-07-29,10233.0,10382.824304538799,10148.099560761346,10382.824304538799,381027
2025-07-30,10025.0,10245.0,9930.0,10235.0,387311
2025-07-31,10015.0,10180.0,9950.0,10055.0,259703
2025-08-01,9960.0,10125.0,9850.0,9995.0,298259
2025-08-04,10070.0,10070.0,9755.0,9945.0,303492
2025-08-05,10340.0,10345.0,10125.0,10125.0,270551
2025-08-06,10600.0,10680.0,10250.0,10330.0,353129
2025-08-07,10495.0,10655.0,10405.0,10600.0,433189
2025-08-08,10330.0,10555.0,10310.0,10495.0,358690
2025-08-11,10355.0,10450.0,10300.0,10360.0,356062
2025-08-12,10380.0,10585.0,10280.0,10350.0,429456
2025-08-13,10465.0,10540.0,10350.0,10470.0,402325
2025-08-14,10530.0,10605.0,10335.0,10510.0,417984
2025-08-14,10530.0,10605.0,10335.0,10510.0,417984
2025-08-18,10700.0,10750.0,10555.0,10555.0,441424
2025-08-19,10925.0,11110.0,10605.0,10710.0,627097
2025-08-20,11035.0,11035.0,10825.0,10915.0,456607
2025-08-21,10935.0,11115.0,10900.0,11070.0,429526
2025-08-22,11145.0,11210.0,10930.0,10960.0,450217
2025-08-25,11235.0,11410.0,11155.0,11220.0,1413902
2025-08-26,11450.0,11495.0,11225.0,11255.0,898792
2025-08-27,11325.0,11700.0,11325.0,11450.0,900283
2025-08-28,11180.0,11255.0,10930.0,11245.0,1236266
2025-08-29,11440.0,11595.0,11175.0,11295.0,945413
2025-09-01,11555.0,11780.0,11430.0,11580.0,421499
2025-09-02,11750.0,11915.0,11185.0,11545.0,1066488
2025-09-03,11510.0,11950.0,11405.0,11800.0,4235577
2025-09-04,11040.0,11650.0,11015.0,11505.0,2777484
2025-09-05,11375.0,11380.0,11055.0,11065.0,1071126
