Date,Close
20000104,9.04
20000105,9.11
20000106,9.16
20000107,9.17
20000110,9.23
20000111,9.3
20000112,9.38
20000113,9.47
20000114,9.49
20000117,9.55
20000118,9.58
20000119,9.53
20000120,9.3
20000121,9.28
20000124,9.28
20000125,9.29
20000126,9.36
20000127,9.22
20000128,9.01
20000131,9.0
20000201,9.07
20000202,9.06
20000203,8.98
20000207,8.92
20000208,9.05
20000209,9.1
20000210,9.08
20000211,9.11
20000214,9.0
20000215,8.9
20000216,8.9
20000217,8.95
20000218,8.95
20000221,8.96
20000222,8.96
20000223,9.0
20000224,8.98
20000225,8.93
20000228,8.9
20000229,8.91
20000302,8.95
20000303,8.97
20000306,9.0
20000307,9.02
20000308,9.06
20000309,9.04
20000310,9.04
20000313,9.04
20000314,9.08
20000315,9.1
20000316,9.11
20000317,9.09
20000320,9.11
20000321,9.11
20000322,9.11
20000323,9.11
20000324,9.08
20000327,9.07
20000328,9.05
20000329,9.05
20000330,9.06
20000331,9.0
20000403,9.01
20000404,9.0
20000406,8.99
20000407,8.91
20000410,8.86
20000411,8.9
20000412,8.98
20000414,9.0
20000417,9.04
20000418,8.93
20000419,8.9
20000420,8.94
20000421,8.93
20000424,8.91
20000425,8.94
20000426,8.97
20000427,8.97
20000428,8.92
20000502,8.89
20000503,8.87
20000504,8.86
20000508,8.85
20000509,8.87
20000510,8.89
20000512,8.91
20000515,8.94
20000516,8.95
20000517,8.95
20000518,9.0
20000519,9.09
20000522,9.1
20000523,9.16
20000524,9.02
20000525,8.98
20000526,8.99
20000529,8.99
20000530,8.94
20000531,8.87
20000601,8.82
20000602,8.75
20000605,8.74
20000607,8.69
20000608,8.69
20000609,8.69
20000612,8.69
20000613,8.71
20000614,8.71
20000615,8.71
20000616,8.72
20000619,8.7
20000620,8.7
20000621,8.68
20000622,8.63
20000623,8.57
20000626,8.58
20000627,8.58
20000628,8.57
20000629,8.47
20000630,8.31
20000703,8.15
20000704,8.25
20000705,8.14
20000706,8.06
20000707,7.9
20000710,7.94
20000711,7.93
20000712,7.96
20000713,7.98
20000714,7.93
20000718,7.79
20000719,7.77
20000720,7.87
20000721,7.87
20000724,8.01
20000725,8.16
20000726,8.13
20000727,8.1
20000728,8.05
20000731,8.07
20000801,8.05
20000802,7.92
20000803,7.84
20000804,7.9
20000807,7.9
20000808,7.84
20000809,7.77
20000810,7.69
20000811,7.73
20000814,7.74
20000816,7.75
20000817,7.83
20000818,7.9
20000821,7.9
20000822,7.86
20000823,7.88
20000824,7.91
20000825,7.92
20000828,7.91
20000829,7.87
20000830,7.76
20000831,7.79
20000901,7.8
20000904,7.7
20000905,7.7
20000906,7.7
20000907,7.7
20000908,7.76
20000914,7.85
20000915,7.92
20000918,8.11
20000919,8.1
20000920,8.09
20000921,8.12
20000922,8.2
20000925,8.15
20000926,8.12
20000927,8.08
20000928,8.08
20000929,8.07
20001002,8.02
20001004,7.99
20001005,7.96
20001006,7.86
20001009,7.83
20001010,7.86
20001011,7.93
20001012,7.91
20001013,8.01
20001016,7.92
20001017,7.91
20001018,7.89
20001019,7.86
20001020,7.79
20001023,7.79
20001024,7.78
20001025,7.75
20001026,7.71
20001027,7.63
20001030,7.62
20001031,7.64
20001101,7.59
20001102,7.61
20001103,7.63
20001106,7.65
20001107,7.66
20001108,7.54
20001109,7.27
20001110,7.1
20001113,7.05
20001114,7.1
20001115,7.18
20001116,7.23
20001117,7.2
20001120,7.25
20001121,7.32
20001122,7.24
20001123,7.32
20001124,7.29
20001127,7.2
20001128,7.18
20001129,7.19
20001130,7.16
20001201,7.0
20001204,6.91
20001205,6.82
20001206,6.82
20001207,6.84
20001208,6.79
20001211,6.77
20001212,6.84
20001213,6.83
20001214,6.69
20001215,6.71
20001218,6.74
20001219,6.75
20001220,6.75
20001221,6.75
20001222,6.75
20001226,6.75
20001227,6.81
20001228,6.74
20001229,6.7
20010102,6.67
20010103,6.64
20010104,6.37
20010105,6.19
20010108,6.1
20010109,6.14
20010110,6.14
20010111,5.95
20010112,6.0
20010115,5.99
20010116,5.86
20010117,5.73
20010118,5.8
20010119,5.77
20010122,5.77
20010126,5.77
20010129,5.75
20010130,5.73
20010131,5.68
