Date,Close
20000930,11.24
20001002,11.33
20001004,11.32
20001005,11.32
20001006,11.31
20001007,11.34
20001009,11.39
20001010,11.47
20001011,11.55
20001012,11.59
20001013,11.68
20001014,11.69
20001016,11.7
20001017,11.71
20001018,11.73
20001019,11.73
20001020,11.74
20001021,11.74
20001023,11.75
20001024,11.75
20001025,11.75
20001026,11.75
20001027,11.75
20001028,11.75
20001030,11.75
20001031,11.76
20001101,11.76
20001102,11.77
20001103,11.78
20001104,11.78
20001106,11.79
20001107,11.79
20001108,11.78
20001109,11.75
20001110,11.73
20001111,11.73
20001113,11.73
20001114,11.75
20001115,11.77
20001116,11.79
20001117,11.79
20001118,11.79
20001120,11.8
20001121,11.86
20001122,11.85
20001123,11.88
20001124,11.88
20001125,11.88
20001127,11.87
20001128,11.87
20001129,11.87
20001130,11.87
20001201,11.81
20001202,11.81
20001204,11.78
20001205,11.77
20001206,11.78
20001207,11.79
20001208,11.79
20001209,11.79
20001211,11.79
20001212,11.82
20001213,11.82
20001214,11.79
20001215,11.79
20001216,11.79
20001218,11.8
20001219,11.8
20001220,11.8
20001221,11.8
20001222,11.8
20001223,11.8
20001226,11.8
20001227,11.84
20001228,11.83
20001229,11.82
20001230,11.82
20010102,11.82
20010103,11.82
20010104,11.75
20010105,11.68
20010106,11.68
20010108,11.67
20010109,11.69
20010110,11.69
20010111,11.61
20010112,11.67
20010113,11.67
20010115,11.66
20010116,11.64
20010117,11.6
20010118,11.6
20010119,11.59
20010120,11.59
20010122,11.59
20010126,11.59
20010127,11.59
20010129,11.58
20010130,11.55
20010131,11.56
20010201,11.56
20010202,11.58
20010203,11.58
20010205,11.57
20010206,11.55
20010207,11.54
20010208,11.56
20010209,11.53
20010210,11.53
20010212,11.47
20010213,11.46
20010214,11.49
20010215,11.48
20010216,11.54
20010217,11.54
20010219,11.59
20010220,11.59
20010221,11.76
20010222,11.81
20010223,11.98
20010224,11.98
20010226,11.94
20010227,11.9
20010228,11.8
20010302,11.87
20010303,11.87
20010305,11.9
20010306,12.03
20010307,12.17
20010308,12.36
20010309,12.1
20010310,12.1
20010312,12.17
20010313,12.18
20010314,11.9
20010315,11.82
20010316,11.88
20010317,11.89
20010319,11.94
20010320,11.95
20010321,12.06
20010322,12.19
20010323,12.03
20010324,12.03
20010326,11.95
20010327,11.96
20010328,12.09
20010329,12.29
20010330,12.45
20010331,12.45
20010402,12.68
20010403,12.54
20010404,12.75
20010406,12.67
20010407,12.67
20010409,12.6
20010410,12.53
20010411,12.49
20010412,12.49
20010413,12.48
20010414,12.48
20010416,12.49
20010417,12.47
20010418,12.52
20010419,12.53
20010420,12.61
20010421,12.61
20010423,12.71
