Date,Close
20160104,177.84
20160105,179.19
20160106,178.97
20160107,179.05
20160108,179.04
20160111,179.13
20160112,180.91
20160113,183.05
20160114,183.52
20160115,183.84
20160118,183.09
20160119,184.24
20160120,183.43
20160121,183.57
20160122,183.09
20160125,182.23
20160126,180.77
20160127,181.6
20160128,181.6
20160129,182.78
20160201,182.44
20160202,182.57
20160203,181.86
20160204,183.37
20160205,181.83
20160211,181.73
20160212,182.78
20160215,184.5
20160216,185.85
20160217,186.89
20160218,187.56
20160219,187.87
20160222,189.23
20160223,189.01
20160224,188.31
20160225,188.92
20160226,189.08
20160229,189.0
20160302,189.53
20160303,188.31
20160304,186.27
20160307,185.41
20160308,184.6
20160309,185.17
20160310,186.36
20160311,185.39
20160314,184.88
20160315,182.88
20160316,182.98
20160317,183.04
20160318,180.83
20160321,179.76
20160322,179.95
20160323,178.84
20160324,178.27
20160325,179.19
20160328,179.11
20160329,179.31
20160330,178.51
20160331,177.69
20160401,176.81
20160404,177.44
20160405,177.43
20160406,178.38
20160407,178.29
20160408,178.12
20160411,178.44
20160412,177.5
20160414,176.72
20160415,177.66
20160418,177.28
20160419,177.35
20160420,175.97
20160421,174.89
20160422,174.98
20160425,175.85
20160426,176.55
20160427,176.74
20160428,176.31
20160429,175.95
20160502,175.51
20160503,175.95
20160504,175.34
20160509,177.2
20160510,178.72
20160511,179.51
20160512,178.78
20160513,178.35
20160516,178.58
20160517,179.79
20160518,179.38
20160519,180.33
20160520,181.27
20160523,181.11
20160524,180.37
20160525,181.12
20160526,180.76
20160527,180.09
20160530,179.69
20160531,180.77
20160601,180.61
20160602,180.78
20160603,180.7
20160607,180.16
20160608,176.98
20160609,175.94
20160610,175.94
20160613,176.58
20160614,177.73
20160615,177.73
20160616,178.08
20160617,177.45
20160620,177.47
20160621,176.64
20160622,175.82
20160623,175.22
20160624,174.83
20160627,175.15
20160628,177.71
20160629,176.32
20160630,174.67
20160701,173.2
20160704,172.14
20160705,172.0
20160706,172.5
20160707,173.97
20160708,172.72
20160711,172.98
20160712,171.37
20160713,171.41
20160714,171.25
20160715,170.65
20160718,169.24
20160719,169.47
20160720,169.73
20160721,170.22
20160722,170.85
20160725,170.06
20160726,170.02
20160727,170.39
20160728,169.86
20160729,168.94
20160801,168.69
20160802,167.56
20160803,166.71
20160804,167.8
20160805,167.74
20160808,167.14
20160809,166.89
20160810,166.06
20160811,164.81
20160812,165.41
20160816,165.57
20160817,164.86
20160818,166.08
20160819,166.82
20160822,167.82
20160823,168.76
20160824,167.93
20160825,168.29
20160826,167.74
20160829,166.89
20160830,168.08
20160831,167.18
20160901,167.08
20160902,167.29
20160905,167.17
20160906,165.68
20160907,165.17
20160908,163.81
20160909,163.86
20160912,164.58
20160913,166.01
20160919,166.02
20160920,168.06
20160921,167.76
20160922,166.97
20160923,165.33
20160926,165.37
20160927,165.66
20160928,165.05
20160929,163.93
