Date,Close
20240102,3.331
20240103,3.371
20240104,3.338
20240105,3.38
20240108,3.393
20240109,3.355
20240110,3.363
20240111,3.33
20240112,3.3
20240115,3.269
20240116,3.303
20240117,3.336
20240118,3.346
20240119,3.36
20240122,3.322
20240123,3.337
20240124,3.353
20240125,3.365
20240126,3.31
20240129,3.342
20240130,3.312
20240131,3.319
20240201,3.32
20240202,3.309
20240205,3.383
20240206,3.373
20240207,3.374
20240208,3.394
20240213,3.43
20240214,3.493
20240215,3.46
20240216,3.465
20240219,3.453
20240220,3.471
20240221,3.474
20240222,3.419
20240223,3.45
20240226,3.428
20240227,3.448
20240228,3.446
20240229,3.469
20240304,3.438
20240305,3.441
20240306,3.42
20240307,3.42
20240308,3.382
20240311,3.345
20240312,3.357
20240313,3.34
20240314,3.363
20240315,3.381
20240318,3.413
20240319,3.444
20240320,3.429
20240321,3.352
20240322,3.335
20240325,3.313
20240326,3.335
20240327,3.331
20240328,3.333
20240329,3.368
20240401,3.337
20240402,3.359
20240403,3.369
20240404,3.365
20240405,3.356
20240408,3.416
20240409,3.432
20240411,3.494
20240412,3.445
20240415,3.467
20240416,3.49
20240417,3.504
20240418,3.448
20240419,3.485
20240422,3.528
20240423,3.502
20240424,3.509
20240425,3.533
20240426,3.522
20240429,3.54
20240430,3.518
20240502,3.503
20240503,3.507
20240507,3.473
20240508,3.473
20240509,3.481
20240510,3.471
20240513,3.482
20240514,3.478
20240516,3.415
20240517,3.421
20240520,3.445
20240521,3.442
20240522,3.447
20240523,3.435
20240524,3.456
20240527,3.448
20240528,3.424
20240529,3.444
20240530,3.462
20240531,3.462
20240603,3.45
20240604,3.411
20240605,3.379
20240607,3.342
20240610,3.404
20240611,3.398
20240612,3.375
20240613,3.347
20240614,3.325
20240617,3.283
20240618,3.279
20240619,3.243
20240620,3.269
20240621,3.246
20240624,3.258
20240625,3.26
20240626,3.27
20240627,3.281
20240628,3.243
20240701,3.263
20240702,3.209
20240703,3.199
20240704,3.156
20240705,3.161
20240708,3.161
20240709,3.159
20240710,3.163
20240711,3.209
20240712,3.161
20240715,3.137
20240716,3.102
20240717,3.105
20240718,3.115
20240719,3.144
20240722,3.126
20240723,3.139
20240724,3.118
20240725,3.103
20240726,3.1
20240729,3.057
20240730,3.076
20240731,3.086
20240801,3.061
20240802,3.041
20240805,2.928
20240806,3.05
20240807,3.031
20240808,3.016
20240809,3.034
20240812,3.034
20240813,3.026
20240814,3.0
20240816,3.04
20240819,3.035
20240820,3.048
20240821,3.044
20240822,3.022
20240823,3.037
20240826,3.011
20240827,3.055
20240828,3.026
20240829,3.057
20240830,3.067
20240902,3.091
20240903,3.088
20240904,3.039
20240905,3.02
20240906,3.008
20240909,3.023
20240910,2.956
20240911,2.914
20240912,2.947
20240913,2.87
20240919,2.882
20240920,2.859
20240923,2.872
20240924,2.866
20240925,2.822
20240926,2.815
20240927,2.83
20240930,2.813
20241002,2.798
20241004,2.851
20241007,2.98
20241008,2.961
20241010,2.982
20241011,2.971
20241014,2.962
20241015,2.936
20241016,2.907
20241017,2.914
20241018,2.93
20241021,2.92
20241022,2.945
20241023,2.942
20241024,2.902
20241025,2.896
20241028,2.938
20241029,2.948
20241030,2.956
20241031,2.964
20241101,2.961
20241104,2.956
20241105,2.939
20241106,2.98
20241107,2.951
20241108,2.925
20241111,2.943
20241112,2.937
20241113,2.973
20241114,2.958
20241115,2.976
20241118,2.961
20241119,2.946
20241120,2.933
20241121,2.892
20241122,2.865
20241125,2.828
20241126,2.825
20241127,2.8
20241128,2.705
20241129,2.674
20241202,2.639
20241203,2.649
20241204,2.684
20241205,2.657
20241206,2.67
20241209,2.635
20241210,2.634
20241211,2.641
20241212,2.662
20241213,2.664
20241216,2.665
20241217,2.715
20241218,2.632
20241219,2.699
20241220,2.73
20241223,2.735
20241224,2.763
20241226,2.792
20241227,2.776
20241230,2.765
20241231,2.765
20250102,2.681
20250103,2.677
20250106,2.699
20250107,2.671
20250108,2.65
20250109,2.609
20250110,2.65
20250113,2.72
20250114,2.709
20250115,2.727
20250116,2.678
20250117,2.651
20250120,2.662
20250121,2.651
20250122,2.646
20250123,2.663
20250124,2.655
20250131,2.644
20250203,2.663
20250204,2.677
20250205,2.668
20250206,2.664
20250207,2.713
20250210,2.708
20250211,2.7
20250212,2.717
20250213,2.693
20250214,2.688
20250217,2.702
20250218,2.712
20250219,2.698
20250220,2.691
20250221,2.674
20250224,2.667
20250225,2.661
20250226,2.654
20250227,2.664
20250228,2.654
20250304,2.653
20250305,2.678
20250306,2.7
20250307,2.669
20250310,2.677
20250311,2.65
20250312,2.633
20250313,2.64
20250314,2.67
20250317,2.67
20250318,2.665
20250319,2.682
20250320,2.655
20250321,2.665
20250324,2.678
20250325,2.692
20250326,2.691
20250327,2.684
20250328,2.694
20250331,2.648
20250401,2.654
20250402,2.653
20250403,2.608
20250404,2.533
20250407,2.466
20250408,2.471
20250409,2.481
20250410,2.486
20250411,2.459
20250414,2.464
20250415,2.444
20250416,2.404
20250417,2.428
20250418,2.403
20250421,2.379
20250422,2.38
20250423,2.383
20250424,2.393
20250425,2.356
20250428,2.367
20250429,2.355
20250430,2.323
20250502,2.329
20250507,2.3
20250508,2.32
20250509,2.358
