Date,Close
20000104,9.95
20000105,10.05
20000106,10.13
20000107,10.14
20000108,10.16
20000110,10.22
20000111,10.29
20000112,10.36
20000113,10.42
20000114,10.42
20000115,10.42
20000117,10.41
20000118,10.42
20000119,10.4
20000120,10.28
20000121,10.26
20000122,10.26
20000124,10.25
20000125,10.26
20000126,10.28
20000127,10.24
20000128,10.12
20000129,10.12
20000131,10.12
20000201,10.15
20000202,10.15
20000203,10.1
20000207,10.04
20000208,10.06
20000209,10.08
20000210,10.07
20000211,10.07
20000212,10.07
20000214,10.0
20000215,9.93
20000216,9.93
20000217,9.96
20000218,9.96
20000219,9.96
20000221,9.98
20000222,9.97
20000223,9.98
20000224,9.97
20000225,9.95
20000226,9.95
20000228,9.9
20000229,9.9
20000302,9.93
20000303,9.95
20000304,9.95
20000306,9.96
20000307,9.97
20000308,9.99
20000309,9.98
20000310,9.98
20000311,9.98
20000313,9.98
20000314,10.0
20000315,10.03
20000316,10.03
20000317,10.03
20000318,10.03
20000320,10.03
20000321,10.03
20000322,10.03
20000323,10.03
20000324,10.02
20000325,10.02
20000327,10.02
20000328,10.02
20000329,10.01
20000330,10.01
20000331,9.98
20000401,9.98
20000403,9.97
20000404,9.97
20000406,9.96
20000407,9.92
20000408,9.92
20000410,9.91
20000411,9.95
20000412,9.99
20000414,10.0
20000415,10.0
20000417,10.04
20000418,9.97
20000419,9.95
20000420,9.98
20000421,9.98
20000422,9.98
20000424,9.97
20000425,9.99
20000426,10.01
20000427,10.01
20000428,9.94
20000429,9.94
20000502,9.92
20000503,9.88
20000504,9.85
20000506,9.85
20000508,9.84
20000509,9.84
20000510,9.85
20000512,9.86
20000513,9.86
20000515,9.89
20000516,9.89
20000517,9.89
20000518,9.91
20000519,9.99
20000520,9.99
20000522,9.99
20000523,10.05
20000524,10.0
20000525,9.95
20000526,9.95
20000527,9.95
20000529,9.95
20000530,9.91
20000531,9.89
20000601,9.83
20000602,9.77
20000603,9.77
20000605,9.76
20000607,9.75
20000608,9.75
20000609,9.76
20000610,9.76
20000612,9.76
20000613,9.78
20000614,9.78
20000615,9.78
20000616,9.78
20000617,9.78
20000619,9.77
20000620,9.77
20000621,9.75
20000622,9.72
20000623,9.69
20000624,9.69
20000626,9.66
20000627,9.66
20000628,9.61
20000629,9.47
20000630,9.37
20000701,9.34
20000703,9.27
20000704,9.32
20000705,9.25
20000706,9.21
20000707,9.12
20000708,9.12
20000710,9.15
20000711,9.03
20000712,9.05
20000713,9.06
20000714,9.04
20000715,9.04
20000718,8.98
20000719,8.97
20000720,9.03
20000721,9.05
20000722,9.05
20000724,9.11
20000725,9.22
20000726,9.21
20000727,9.2
20000728,9.17
20000729,9.17
20000731,9.17
20000801,9.16
20000802,9.07
20000803,9.0
20000804,9.03
20000805,9.03
20000807,9.03
20000808,8.98
20000809,8.94
20000810,8.89
20000811,8.91
20000812,8.91
20000814,8.91
20000816,8.92
20000817,8.96
20000818,9.03
20000819,9.03
20000821,9.03
20000822,9.01
20000823,9.01
20000824,9.02
20000825,9.04
20000826,9.04
20000828,9.02
20000829,9.0
20000830,8.95
20000831,8.98
20000901,8.98
20000902,8.98
20000904,8.92
20000905,8.91
20000906,8.9
20000907,8.89
20000908,8.91
20000909,8.91
20000914,8.94
20000915,8.96
20000916,8.96
20000918,9.06
20000919,9.06
20000920,9.06
20000921,9.07
20000922,9.11
20000923,9.11
20000925,9.09
20000926,9.07
20000927,9.05
20000928,9.05
20000929,9.04
20000930,9.04
20001002,8.86
20001004,8.85
20001005,8.82
20001006,8.78
20001007,8.78
20001009,8.74
20001010,8.74
20001011,8.77
20001012,8.76
20001013,8.81
20001014,8.81
20001016,8.77
20001017,8.76
20001018,8.75
20001019,8.73
20001020,8.69
20001021,8.68
20001023,8.68
20001024,8.68
20001025,8.66
20001026,8.63
20001027,8.57
20001028,8.57
20001030,8.57
20001031,8.59
20001101,8.57
20001102,8.58
20001103,8.59
20001104,8.59
20001106,8.6
20001107,8.6
20001108,8.55
20001109,8.4
20001110,8.29
20001111,8.29
20001113,8.26
20001114,8.28
20001115,8.32
20001116,8.35
20001117,8.34
20001118,8.34
20001120,8.37
20001121,8.43
20001122,8.4
20001123,8.43
20001124,8.42
20001125,8.42
20001127,8.38
20001128,8.37
20001129,8.37
20001130,8.35
20001201,8.22
20001202,8.21
20001204,8.16
20001205,8.12
20001206,8.11
20001207,8.12
20001208,8.11
20001209,8.11
20001211,8.11
20001212,8.14
20001213,8.14
20001214,8.08
20001215,8.09
20001216,8.09
20001218,8.1
20001219,8.1
20001220,8.1
20001221,8.1
20001222,8.1
20001223,8.1
20001226,8.1
20001227,8.15
20001228,8.14
20001229,8.13
20001230,8.13
20010102,8.12
20010103,8.11
20010104,7.97
20010105,7.88
20010108,7.86
20010109,7.88
20010110,7.88
20010111,7.77
20010112,7.79
20010115,7.78
20010116,7.73
20010117,7.67
20010118,7.66
20010119,7.64
20010122,7.64
20010126,7.62
20010129,7.56
20010130,7.5
20010131,7.38
20010201,7.27
20010202,7.08
20010205,6.97
20010206,6.89
20010207,6.83
20010208,6.83
20010209,6.75
20010212,6.58
20010213,6.49
20010214,6.49
20010215,6.44
20010216,6.51
20010219,6.58
20010220,6.58
20010221,6.79
20010222,6.86
20010223,7.04
20010226,6.99
20010227,6.92
20010228,6.77
20010302,6.82
20010305,6.82
20010306,6.94
20010307,7.13
20010308,7.37
20010309,7.17
20010312,7.24
20010313,7.23
20010314,7.02
20010315,6.96
20010316,7.02
20010319,7.06
20010320,7.07
20010321,7.17
20010322,7.29
20010323,7.21
20010326,7.14
20010327,7.17
20010328,7.31
20010329,7.51
20010330,7.69
20010402,7.95
20010403,7.81
20010404,8.03
20010406,7.95
20010409,7.89
20010410,7.8
20010411,7.75
20010412,7.74
20010413,7.74
20010416,7.76
20010417,7.74
20010418,7.8
20010419,7.81
20010420,7.91
20010423,8.0
20010424,8.0
20010425,8.04
20010426,8.17
20010427,8.11
20010430,8.05
20010502,7.87
20010503,7.81
20010504,7.79
20010507,7.81
20010508,7.78
20010509,7.73
20010510,7.74
20010511,7.76
20010514,7.79
20010515,7.84
20010516,7.83
20010517,7.82
20010518,7.79
20010521,7.73
20010522,7.72
20010523,7.71
20010524,7.61
20010525,7.6
20010528,7.47
20010529,7.48
