Date,Close
20000104,1059.04
20000105,986.31
20000106,960.79
20000107,948.65
20000108,948.65
20000110,987.24
20000111,981.33
20000112,955.01
20000113,951.05
20000114,948.03
20000115,948.03
20000117,983.27
20000118,981.53
20000119,938.78
20000120,945.9
20000121,925.16
20000122,925.16
20000124,926.77
20000125,891.22
20000126,885.54
20000127,909.23
20000128,941.67
20000129,941.67
20000131,943.88
20000201,928.75
20000202,943.59
20000203,950.22
20000207,973.13
20000208,961.22
20000209,976.05
20000210,966.18
20000211,953.22
20000212,953.22
20000214,910.87
20000215,879.7
20000216,879.5
20000217,897.52
20000218,879.14
20000219,879.14
20000221,845.32
20000222,850.02
20000223,880.67
20000224,867.37
20000225,864.76
20000226,864.76
20000228,819.01
20000229,828.38
20000302,894.66
20000303,894.83
20000306,909.33
20000307,907.34
20000308,915.94
20000309,884.59
20000310,891.36
20000313,854.66
20000314,846.74
20000315,837.53
20000316,841.22
20000317,855.57
20000320,850.51
20000321,863.41
20000322,882.43
20000323,867.62
20000324,889.24
20000327,886.71
20000328,891.29
20000329,908.51
20000330,889.95
20000331,860.94
20000403,846.44
20000404,830.16
20000406,804.35
20000407,837.38
20000410,870.17
20000411,855.05
20000412,837.01
20000414,800.89
20000417,707.72
20000418,747.3
20000419,755.08
20000420,761.25
20000421,767.16
20000424,747.58
20000425,737.2
20000426,713.23
20000427,692.07
20000428,725.39
20000502,752.59
20000503,752.76
20000504,751.29
20000508,770.24
20000509,760.85
20000510,759.51
20000512,740.3
20000515,728.67
20000516,746.77
20000517,727.18
20000518,712.95
20000519,730.68
20000522,691.61
20000523,679.76
20000524,674.95
20000525,699.53
20000526,656.66
20000529,655.93
20000530,691.26
20000531,731.88
20000601,738.49
20000602,760.69
20000605,794.21
20000607,822.54
20000608,800.11
20000609,836.4
20000612,845.81
20000613,804.45
20000614,819.27
20000615,770.95
20000616,759.04
20000617,759.04
20000619,755.38
20000620,785.32
20000621,781.87
20000622,782.24
20000623,778.94
20000624,778.94
20000626,791.55
20000627,809.87
20000628,818.73
20000629,818.9
20000630,821.22
20000701,821.22
20000703,835.21
20000704,818.53
20000705,830.4
20000706,837.63
20000707,841.74
20000710,851.47
20000711,836.86
20000712,839.76
20000713,845.75
20000714,827.95
20000718,812.33
20000719,797.3
20000720,778.9
20000721,783.06
20000724,737.89
20000725,737.64
20000726,743.84
20000727,727.68
20000728,692.65
20000731,705.97
20000801,727.1
20000802,728.33
20000803,722.08
20000804,710.0
20000807,675.59
20000808,666.08
20000809,710.23
20000810,729.28
20000811,722.21
20000814,733.25
20000816,751.14
20000817,743.49
20000818,728.32
20000821,722.58
20000822,738.61
20000823,719.79
20000824,718.86
20000825,729.8
20000828,731.81
20000829,731.56
20000830,718.93
20000831,688.62
20000901,692.19
20000904,681.3
20000905,679.24
20000906,676.69
20000907,656.37
20000908,653.68
20000914,650.14
20000915,628.2
20000918,577.56
20000919,571.17
20000920,606.08
20000921,595.99
20000922,553.25
20000925,584.63
20000926,587.6
20000927,599.31
20000928,605.85
20000929,613.22
20001002,589.22
20001004,598.42
20001005,606.79
20001006,608.85
20001009,589.18
20001010,588.34
20001011,557.18
20001012,534.71
20001013,524.6
20001016,550.1
20001017,512.85
20001018,514.17
20001019,515.04
20001020,545.97
20001023,528.37
20001024,545.05
20001025,542.33
20001026,523.67
20001027,515.34
20001030,504.73
20001031,514.48
20001101,548.76
20001102,558.1
20001103,560.41
20001106,556.66
20001107,553.35
20001108,558.09
20001109,560.66
20001110,565.18
20001113,538.94
20001114,552.99
20001115,557.48
20001116,555.04
20001117,551.26
20001120,537.4
20001121,531.45
20001122,522.33
20001123,514.31
20001124,530.84
20001127,554.04
20001128,536.94
20001129,516.44
20001130,509.23
20001201,514.46
20001204,501.73
20001205,516.96
20001206,517.89
20001207,523.78
20001208,534.81
20001211,554.8
20001212,543.08
20001213,557.84
20001214,547.38
20001215,534.0
20001218,539.27
20001219,530.8
20001220,514.21
20001221,511.9
20001222,500.6
20001226,504.62
20010102,520.95
20010103,521.43
20010104,558.02
20010105,580.85
20010108,586.65
20010109,589.92
20010110,560.81
20010111,561.79
20010112,587.87
20010115,599.0
20010116,603.42
20010117,595.83
20010118,604.05
20010119,619.78
20010122,627.45
20010126,591.73
20010129,596.54
20010130,591.34
20010131,617.91
20010201,612.3
20010202,608.48
20010205,579.16
20010206,586.58
20010207,576.19
20010208,591.57
20010209,595.47
20010212,599.2
20010213,598.78
20010214,603.83
20010215,603.63
20010216,604.92
20010219,596.67
20010220,608.74
20010221,594.53
20010222,583.41
20010223,583.52
20010226,585.32
20010227,577.57
20010228,578.1
20010302,559.44
20010305,565.38
20010306,568.15
20010307,568.64
20010308,579.28
20010309,565.76
20010312,545.05
20010313,527.97
20010314,543.28
20010315,541.83
20010316,538.67
20010319,534.33
20010320,531.59
20010321,532.59
20010322,527.05
20010323,537.97
20010326,545.98
20010327,532.9
20010328,528.79
20010329,523.8
20010330,523.22
20010402,515.2
20010403,503.26
20010404,493.69
20010406,506.22
20010409,497.46
20010410,491.21
20010411,507.53
20010412,514.21
20010413,516.1
20010416,508.35
20010417,513.97
20010418,540.0
20010419,563.31
20010420,556.29
20010423,560.94
20010424,555.64
20010425,566.34
20010426,561.62
20010427,556.63
20010430,577.36
20010502,583.7
20010503,584.4
20010504,585.6
20010507,596.5
20010508,590.91
20010509,578.84
20010510,581.38
20010511,583.06
20010514,584.08
20010515,581.3
20010516,572.4
20010517,596.39
20010518,600.54
20010521,618.96
20010522,617.99
20010523,622.6
20010524,622.28
20010525,624.11
20010528,618.47
20010529,632.05
20010530,628.42
20010531,612.16
20010601,607.07
20010604,610.91
20010605,597.66
20010607,601.14
20010608,621.78
20010611,608.23
20010612,607.15
20010613,614.05
20010614,613.75
20010615,618.96
20010618,608.78
20010619,608.91
20010620,595.72
20010621,595.53
20010622,599.08
20010625,598.02
20010626,588.71
20010627,584.76
20010628,583.27
20010629,595.13
20010702,596.74
20010703,594.31
20010704,597.25
20010705,593.61
20010706,578.54
20010709,560.0
20010710,558.6
20010711,553.65
20010712,559.95
20010713,548.49
20010716,548.93
20010718,540.53
20010719,545.74
20010720,537.71
20010723,524.21
20010724,526.62
20010725,526.08
20010726,529.22
20010727,541.13
20010730,533.53
20010731,541.55
20010801,562.79
20010802,567.46
20010803,568.69
20010806,569.37
20010807,567.5
20010808,565.94
20010809,549.67
20010810,555.34
20010813,562.0
20010814,577.15
20010816,580.95
20010817,580.99
20010820,567.09
20010821,568.68
20010822,574.87
20010823,570.07
20010824,569.31
20010827,578.74
20010828,576.51
20010829,565.63
20010830,564.36
20010831,545.11
20010903,541.83
20010904,558.79
20010905,551.91
20010906,552.59
20010907,555.08
20010910,550.73
20010911,540.57
20010912,475.6
20010913,499.25
20010914,482.29
20010917,468.76
20010918,484.93
20010919,486.75
20010920,480.27
20010921,472.31
20010924,482.19
20010925,472.13
20010926,472.85
20010927,472.38
20010928,479.68
20011004,500.64
20011005,501.92
20011008,496.13
20011009,507.61
20011010,503.46
20011011,517.05
20011012,516.4
20011015,513.99
20011016,521.91
20011017,528.29
20011018,524.21
20011019,528.04
20011022,528.7
20011023,530.5
20011024,541.49
20011025,542.19
20011026,543.41
20011029,547.87
20011030,533.87
